1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,-0.00022173479097878907,-2.5159673868031014e-5,6.540281203590986e-6,0.02407660585144374,-0.5525588657210271,-0.1056179448759793
3.0,-0.0002206643776821065,0.001191045556192632,-0.05191316246634733,0.17478563910028214,-1.4876693733550166,-0.010386334411840264
4.0,-0.0027211742825265263,0.010033727405578218,-0.22022016288801224,0.5213366770162264,-2.823754818970777,0.31927212085458134
5.0,-0.013584676631354054,0.03612523819926893,-0.4442985147668667,1.03233746140533,-3.6537306156482203,0.7563074878767743
6.0,-0.03568572492833919,0.08767361014392487,-0.7388197247103782,1.6204798800159952,-3.897027945595576,1.1983436251605322
7.0,-0.0724268531503416,0.16881811050476372,-0.9606378876102356,2.1749938002518348,-3.934362898209413,1.504007214572552
8.0,-0.12037335408944935,0.2776135819649095,-1.129601868871101,2.5763601572776804,-3.939398910222931,1.6580047005843892
9.0,-0.17662502428575513,0.40635823751701755,-1.2212687268784064,2.708640284060066,-3.9403314815742103,1.7202400437699261
10.0,-0.23782885992835115,0.5417835736819367,-1.2044163724293417,2.617856586809368,-3.9405760947852815,1.73347926300281
11.0,-0.2979750753677646,0.6727108664078687,-1.1310342669110023,2.3368733542792386,-3.940653419859374,1.7209312707998896
12.0,-0.35450909435795486,0.789524165918653,-1.0377242422562016,1.9588398662790147,-3.9406652108904296,1.6891847377855016
13.0,-0.40640448157510634,0.887406279286353,-0.914261476706309,1.524971934837086,-3.940625820183507,1.633842440083513
14.0,-0.4521362678429534,0.9637182392103475,-0.7443139255387765,1.067702178481901,-3.9404853713090255,1.5317454722719148
15.0,-0.4893258741133513,1.0171776529412664,-0.5951443429572704,0.5922791355719756,-3.939998069356373,1.3405444492509784
16.0,-0.5191173477531338,1.046861744639685,-0.4152586693707315,0.06025616830175163,-3.937251640464603,0.9054226765796279
17.0,-0.5399419435748429,1.0499207523879388,-0.21722593756406317,-0.5764880151780366,-3.8942667421343002,-0.14552549004238075
18.0,-0.5508487639613087,1.0211476552106735,0.14024306439272935,-1.404524526223606,-2.590444854560934,-1.1432111762506176
19.0,-0.5438783119938536,0.9509664473108682,0.7222998668821471,-2.5630690990440304,3.0999271875055228,-1.6038401758679484
20.0,-0.5078341073672531,0.8226199010559198,1.3869476278723663,-3.9038806918770206,3.843762755980837,-1.7485968703920252
21.0,-0.43850228158613885,0.6274171298078011,2.159434367982036,-5.471368257725766,3.9198512656836693,-1.813954224321342
22.0,-0.3305475620632029,0.3535862373624722,3.0596420520140635,-7.40539806465763,3.941972588545785,-1.8448055990630523
23.0,-0.17775537678929923,-0.016638751636874272,4.0473005899298995,-9.552763678612962,3.949406606410716,-1.859909284723043
24.0,0.024654236975995374,-0.4943163703575877,4.302713667248067,-10.087661684510204,3.952747606103196,-1.8660380326731585
25.0,0.23976094354293334,-0.9985412849808073,3.3745042136736574,-7.733868087448786,3.953761763678271,-1.8662294985616539
26.0,0.40855425179700505,-1.3854432770186607,2.6856959135336953,-5.85298554119556,3.9538432433119186,-1.8654327316162116
27.0,0.5428537380456908,-1.6780569222231405,2.2829445757329383,-4.710181021501177,3.9532233691146104,-1.8602216297821232
28.0,0.6570046981753948,-1.9134793009514044,2.0606741559154034,-3.8860499874956536,3.9516615675495532,-1.8537765683648117
29.0,0.7599457691074258,-2.1076505226706415,1.9107212343726883,-3.1885836229670588,3.948435145724307,-1.8454030290004322
30.0,0.855471016890251,-2.2667413966543357,1.8086042708885464,-2.576315836913335,3.9405519705894476,-1.8348957521521425
31.0,0.946083947309112,-2.395378750175417,1.704328508502693,-2.0336009049428125,3.9223306398262596,-1.8235808772788038
32.0,1.0311014993223242,-2.4970136811828327,1.5954435516299832,-1.4842796826511158,3.861198053416259,-1.7997800080243578
33.0,1.1109168350347856,-2.5710656302096004,1.438607646772755,-0.973662207398895,3.45584595678943,-1.6510531420878374
34.0,1.1828480638122154,-2.6199511821945114,1.1208212047902975,-0.4126326579291013,0.11381523690654963,-1.2167652970356182
35.0,1.2389398627173092,-2.6404659980655723,0.5833682862307805,0.140900823029864,-3.7083911259281392,-0.3589066869327262
36.0,1.2682531985857814,-2.63338753886418,0.021784870009745997,0.7380036161028618,-3.931598060649109,0.7138333879283293
37.0,1.2693761024461248,-2.5964958812227463,-0.5584807747977906,1.4047303180682826,-3.93964418502571,1.3461362587976269
38.0,1.2413644311399,-2.5263360688732432,-1.1412990964610064,2.05762113613188,-3.940511189386115,1.573442314968021
39.0,1.184237184469673,-2.4235241073771854,-1.724208481583481,2.7574135429944757,-3.9407017210277493,1.6732369192986567
40.0,1.0979164654138514,-2.2858176254845235,-2.2170490522060433,3.509617471799664,-3.9407628984801084,1.714453176169173
41.0,0.9869356726507925,-2.1101514705042534,-2.678792083305705,4.3511988721703005,-3.9407845800886485,1.7337429883026612
42.0,0.8530454191643245,-1.892394384563565,-3.1486316375914227,5.394544324449441,-3.9407898857769466,1.7430900390137534
43.0,0.6954379247347717,-1.6228598770138498,-3.638361935901975,6.668029946709876,-3.940785727150344,1.7459775092820082
44.0,0.5135884769239933,-1.2893648574294165,-4.23752299156826,8.406832499635058,-3.940776375656994,1.745072087754535
45.0,0.3017886747506914,-0.8690880614884302,-5.236684585268479,10.912611911686339,-3.94076271965298,1.7428163405125654
46.0,0.039881850355446176,-0.3233636322728234,-6.877220736383699,14.953050873597915,-3.9407444391068074,1.7381970972007725
47.0,-0.30401832197167256,0.4243593685757487,-8.770902012629666,19.584971576269222,-3.9407242245121163,1.7315851931513895
48.0,-0.7427758982335065,1.4034600686929395,-5.295490482425298,11.271411352174324,-3.940702944504008,1.7197136260896693
49.0,-1.0075761718257643,1.9670685330504913,-4.037762177300403,8.136101661295898,-3.9407016760486675,1.7053799398060085
50.0,-1.209480186893634,2.3737848365221232,-3.5422257019663577,6.727483192669705,-3.940709749925269,1.680049077428545
51.0,-1.3864149681526021,2.71004799283694,-3.237138204928418,5.8096321669984485,-3.9407197271087933,1.6496709508592313
